CLIENT_ID,COMPANY_NAME,CLIENT_TYPE,CONTACT_NAME,EMAIL,PHONE,ADDRESS,CITY,POSTAL_CODE,SIRET,CREATED_AT
140,Marchand Mairie,PUBLIC,Adrienne Rey,fernandesalexandre@example.com,+33 4 84 64 75 70,"rue Da Costa, 97460 Sainte Jules-sur-Mer",Weber,02224,,2022-09-03
141,Piresdan Lycée,PUBLIC,Alfred Philippe-Jacques,dijouxmargot@example.org,05 34 45 20 88,"44, rue Margot Carpentier, 15341 GermainVille",Baron,74222,,2023-12-03
142,Petit Dupont S.A.S.,PRIVATE,Colette Guichard,menardhugues@example.com,+33 (0)4 82 00 52 81,"95, chemin de Navarro, 93297 Sainte Agathe",Deschamps,06596,784 873 929 00904,2025-03-06
143,Breton,PRIVATE,Laure Joseph,daniellaporte@example.org,04 50 48 57 08,"60, rue de Lebrun, 92164 Chevallier-sur-Mer",Normanddan,97380,945 651 180 00198,2021-02-14
144,Dumont S.A.,PRIVATE,Eugène Gautier,golivier@example.org,07 58 99 40 53,"avenue Chevalier, 59920 Sainte Frédérique",TessierVille,78372,014 138 119 00673,2022-07-09
145,Aubert,PRIVATE,Rémy de la Colas,frederiquebouvet@example.net,02 44 95 76 12,"68, rue de Joubert, 76553 Gomes",Germainboeuf,52882,659 398 366 00818,2025-03-27
146,Alves,PRIVATE,Sophie Chauvin,pagesarthur@example.com,+33 (0)2 61 40 43 35,"98, boulevard de Masse, 20196 Sainte Agathe",Dos Santos,33475,334 419 694 00743,2022-05-28
147,Sainte Sophiedan Lycée,PUBLIC,Patrick Blot,valentinlucy@example.com,+33 (0)5 24 10 55 66,"106, boulevard Augustin Julien, 69678 Millet",Rocher-sur-Mer,20151,,2023-11-24
148,ChrétienBourg Mairie,PUBLIC,Martin Charpentier-Carlier,gillesmarques@example.org,01 76 86 41 68,"82, rue de Coulon, 50767 Pierre-sur-Guilbert",Guyon-sur-Hardy,31348,,2021-03-01
149,Diallo,PRIVATE,Margot Pottier,mariemarguerite@example.com,04 97 53 55 90,"89, rue de Besnard, 06937 Bourgeois",Meyer,97120,039 240 510 00147,2023-02-24
150,Georges,PRIVATE,Jacques Lacroix,lucasmorvan@example.net,0699920698,"50, boulevard Dupuy, 07576 Saint Amélie",Dupré,84468,046 368 155 00134,2024-09-04
151,Rossi-sur-Blanc Conseil Départemental,PUBLIC,Eugène Charrier,tguilbert@example.org,+33 (0)3 83 84 57 62,"55, boulevard Baron, 08740 Chevallier",Sainte Maurice,20449,,2023-11-24
152,Fernandez Conseil Départemental,PUBLIC,Henriette Delattre,henriettebrunet@example.com,0477782329,"38, rue Marcelle Moreno, 20425 Saint Julienboeuf",Petitjean,04883,,2023-04-08
153,Bouchet,PRIVATE,Matthieu Vallet Le Fernandes,franckpayet@example.org,+33 (0)4 15 99 93 93,"6, avenue Lucas, 64966 Lelièvre-sur-Mendès",Gonzalez,49603,223 306 044 00601,2024-01-26
154,Bernier Hôpital,PUBLIC,François de Schmitt,fchauvet@example.net,0633366096,"999, rue de Dijoux, 14562 Dupont-sur-Mer",Tanguynec,94140,,2025-04-19
155,BlondelVille Préfecture,PUBLIC,William du Chauvin,philippine47@example.org,04 49 90 82 77,"912, avenue Pasquier, 41561 Saint Cécile",Mendès-sur-Renaud,58192,,2022-09-06
156,Jacquot,PRIVATE,Charles Robin,munozcatherine@example.net,0231868926,"chemin Moreno, 84983 Goncalves",Colin,97316,447 421 231 00534,2020-08-01
157,Salmon-sur-Fleury Collège,PUBLIC,Michel Mahe,zdevaux@example.org,03 76 39 77 67,"903, boulevard Lorraine Pascal, 26150 Caron",Sainte Auguste,19974,,2020-10-30
158,Marion-sur-Léger Hôpital,PUBLIC,Aurore Girard,delattrejoseph@example.org,0326795014,"71, rue de Klein, 60237 Sainte Vincentnec",Lacroix-sur-Mer,78159,,2021-06-26
159,Chauveau-sur-Lombard Mairie,PUBLIC,Aurore du Ramos,aurelie95@example.com,0256997877,"44, rue Laurent, 59740 Saint Susannenec",Lambertboeuf,44673,,2022-05-12
160,Saint Marie Mairie,PUBLIC,Gilbert Mercier Le Ribeiro,pauline01@example.net,0483699023,"17, rue de Leduc, 20742 Regnierboeuf",PasquierVille,66406,,2025-05-12
161,Berthelot Conseil Départemental,PUBLIC,Agnès Guillaume-Verdier,susanne51@example.org,0156568299,"614, rue de Maillard, 52188 Gomezboeuf",Hernandez-sur-Mer,67409,,2022-01-16
162,Besson SA,PRIVATE,Benjamin du Guillou,guilletconstance@example.org,+33 4 83 78 45 21,"8, boulevard Gabriel Thomas, 39145 Fernandez-sur-Le Roux",LambertBourg,66884,409 435 336 00840,2022-12-29
163,Rossi,PRIVATE,Sabine Leconte,maillardhenri@example.org,0248098813,"34, chemin de Baudry, 31275 Sainte Julietteboeuf",HebertVille,17129,016 016 628 00600,2024-05-07
164,Langlois,PRIVATE,Élodie Delannoy,faivrepaulette@example.com,+33 2 35 71 74 77,"59, avenue Jules Bonnin, 85438 De Sousa",MartinezBourg,60215,772 459 921 00445,2024-11-16
165,Sainte ThérèseBourg Collège,PUBLIC,Arnaude Hernandez,lmarechal@example.com,+33 3 81 82 76 15,"666, rue de Giraud, 84785 Sainte Gabrieldan",Berthelot,13941,,2024-05-05
166,Le Gall Lebon SA,PRIVATE,Catherine Pottier du Millet,qimbert@example.org,+33 (0)3 65 29 02 27,"497, chemin Ribeiro, 72913 Gay",Blanc,74108,862 405 800 00783,2020-07-24
167,PelletierBourg Conseil Départemental,PUBLIC,Alexandre Huet du Boutin,utoussaint@example.net,05 53 66 83 27,"765, chemin Leconte, 17237 Saint Madeleine",Saint Michelle,62773,,2024-04-08
168,Clément Dos Santos et Fils,PRIVATE,Susanne Grenier,lferrand@example.com,06 26 53 26 90,"58, boulevard Hortense Poulain, 05138 Guillet-sur-Fischer",Marie,74593,128 478 187 00882,2021-04-22
169,Georges Hôpital,PUBLIC,Zacharie Couturier,juliette05@example.net,+33 (0)6 47 87 95 65,"50, boulevard de Bertin, 08744 Delorme-les-Bains",Roux-sur-Descamps,37928,,2020-10-14
170,Vallée,PRIVATE,Christophe Bodin,lopesphilippe@example.org,0426401929,"35, rue Claire Arnaud, 67982 Sainte Émile",Valentin,20957,663 723 955 00634,2021-01-06
171,Faivre,PRIVATE,André Brun,ealexandre@example.com,03 73 66 74 28,"avenue Alex Potier, 40642 Saint Élisabeth",Lesage,78767,544 149 677 00343,2022-08-12
172,Dijoux Marques et Fils,PRIVATE,Hugues Lévy,mailletalain@example.org,+33 (0)5 56 18 17 53,"10, rue de Boyer, 76772 Joseph",Saint Emmanuel-les-Bains,48772,921 244 711 00971,2024-05-30
173,Lecoq,PRIVATE,Margot Boucher,reneelegrand@example.com,+33 (0)5 24 65 04 42,"rue Juliette Carlier, 22760 Nicolas-les-Bains",Lecoqnec,27728,174 101 196 00825,2022-09-08
174,Moreau,PRIVATE,Clémence Guibert,morelmargot@example.com,0285569087,"91, rue Jacob, 88937 Rivièreboeuf",Normand,38510,158 517 433 00070,2022-01-21
175,Fourniernec Conseil Départemental,PUBLIC,Henri du Gautier,claire17@example.net,+33 2 69 03 09 37,"chemin de Didier, 68954 DurandVille",Lefèvre,43906,,2020-12-02
176,Lemaire,PRIVATE,Victor du Potier,nicoledelorme@example.org,+33 (0)1 64 27 07 90,"30, rue de Le Gall, 13567 Picard-sur-Maury",Saint Gabrieldan,76918,313 656 514 00780,2025-06-15
177,Dos Santosboeuf Mairie,PUBLIC,Alphonse de la Daniel,mathieurobert@example.org,03 22 58 27 39,"7, rue Coulon, 11106 Saint Emmanuel",Jacquet-sur-Delattre,88926,,2024-08-08
178,Leclerc Lycée,PUBLIC,Timothée Dupuy,pbouchet@example.org,+33 (0)3 28 79 14 56,"23, rue de Maurice, 46983 Guillou-sur-Mer",Pires-sur-Mer,35154,,2022-03-15
179,Gérard et Fils,PRIVATE,Zoé Schmitt,margueritebertrand@example.org,0437364597,"rue de Tanguy, 22261 Sainte Denise",Saint Noëldan,75693,635 315 310 00410,2022-07-28
180,Bourgeoisnec Mairie,PUBLIC,Auguste Georges-Mary,bvincent@example.org,+33 6 31 26 52 73,"35, boulevard Lopez, 35239 Sainte Célinenec",Samson,43325,,2023-01-25
181,Diaz Raymond S.A.,PRIVATE,Henriette-Aurore Bouchet,lfabre@example.com,04 30 06 33 56,"19, rue Augustin Lelièvre, 93887 Fontainenec",Carlierdan,89941,773 180 633 00127,2021-09-07
182,Collet Mairie,PUBLIC,Tristan Robin-Durand,tlaroche@example.org,01 49 77 26 25,"2, chemin Éléonore David, 37536 Rocher",Allard-sur-Bruneau,26906,,2021-03-30
183,Daniel-sur-Guyon Collège,PUBLIC,Pierre Parent,bernard16@example.com,01 70 55 28 18,"93, avenue Gallet, 97184 Chrétien",Lebrun,45373,,2024-11-02
184,BaronVille Mairie,PUBLIC,Julien Barre,gvallee@example.net,+33 (0)6 48 84 79 51,"2, rue Sébastien Garnier, 14268 Marie",Mahe,20995,,2022-04-17
185,TecherVille Lycée,PUBLIC,Marc Normand de la Reynaud,astrid70@example.com,+33 1 83 03 85 69,"97, avenue de Albert, 38680 Schneider",Bertin,29595,,2023-09-20
186,Pires Hôpital,PUBLIC,David Benard,cecile29@example.org,0329222310,"57, rue Lucas Guilbert, 90135 Barre",Guichard,57652,,2021-12-09
187,HernandezBourg Université,PUBLIC,Luc Didier,celinejulien@example.org,+33 (0)4 78 47 49 29,"8, rue Potier, 70219 Laurent",Maurice-sur-Mer,57465,,2021-05-05
188,Lefèvre Université,PUBLIC,Élise Guillon de la Gosselin,louis01@example.net,02 32 86 37 59,"36, avenue de Lemaître, 49481 Sainte Adélaïde",Le Gall,57995,,2025-04-30
189,Saint Nathaliedan Université,PUBLIC,Simone Hervé,susanpetitjean@example.com,02 69 99 12 34,"71, rue Lejeune, 81379 Rogerdan",Faivre-sur-Dos Santos,25290,,2023-10-21
190,Lenoir Hôpital,PUBLIC,Alice Hernandez,clemence87@example.org,+33 (0)1 34 24 47 14,"13, chemin Teixeira, 09713 Blin",Morenonec,33743,,2024-08-09
191,Besson S.A.S.,PRIVATE,Agnès-Josette Goncalves,rodriguestimothee@example.com,+33 4 91 20 45 65,"28, rue de Gosselin, 80287 Saint Émilieboeuf",Pottier,38377,518 952 023 00878,2024-12-17
192,Guichard,PRIVATE,Olivie Leblanc,francoiscarpentier@example.org,+33 3 45 89 88 81,"2, rue Voisin, 44419 Joly",Godardboeuf,22826,013 223 425 00383,2022-05-04
193,Chevalier Lycée,PUBLIC,Cécile Garnier,beckerchristine@example.com,+33 (0)3 54 10 89 07,"2, rue Olivie Pereira, 97625 Leclerc-sur-Coste",Gonzalez,85459,,2020-10-20
194,Rodrigues et Fils,PRIVATE,Stéphane-Jérôme Benard,dominiquecharrier@example.net,+33 2 14 19 08 33,"401, avenue de Poulain, 89703 Besnard",Saint Victoireboeuf,48534,836 151 712 00277,2024-12-22
195,Costa Préfecture,PUBLIC,Louise Pascal,perezvictor@example.com,+33 (0)5 32 47 94 73,"23, chemin Joseph Richard, 86603 Sainte BrigitteBourg",Saint Anastasienec,88704,,2021-06-03
196,François Marchal S.A.,PRIVATE,Émilie Valentin,oriviere@example.com,04 30 99 46 57,"842, rue Deschamps, 62609 Techer",Martinez,13855,170 269 526 00068,2023-02-17
197,Ferrand-sur-Pereira Lycée,PUBLIC,Vincent Hamel,mturpin@example.com,07 68 48 58 80,"7, chemin Dominique Mallet, 56570 Saint Joseph",Delmas-la-Forêt,90268,,2024-09-25
198,Lucas,PRIVATE,Léon Coulon de Colas,jdelmas@example.net,06 78 28 06 47,"64, rue Maury, 06231 Lévêque",Michel-sur-Salmon,80449,165 565 037 00489,2022-08-30
199,Jourdan Langlois S.A.S.,PRIVATE,Arthur Schneider,marquesjean@example.org,0169769864,"19, avenue Henriette Perrier, 41686 Sainte Eugène-sur-Mer",Mahe,64930,529 456 378 00973,2021-03-13
200,Hervé Aubry SA,PRIVATE,Sébastien Maréchal de la Ferrand,wagnercamille@example.net,+33 (0)4 81 41 98 76,"5, chemin de Lesage, 84652 Bourgeois",Maréchal-la-Forêt,79627,820 829 737 00585,2024-07-12
201,Diaz Mairie,PUBLIC,Renée Moreno-Petitjean,barbeluc@example.com,02 78 32 46 65,"56, rue Pierre Torres, 76341 DupuisBourg",Olivier,04351,,2023-03-13
202,Vallée,PRIVATE,Renée Briand-Jourdan,renaudhugues@example.com,+33 1 55 44 82 07,"chemin Marion, 38987 Sainte AiméeBourg",Ramos-les-Bains,30214,818 984 718 00739,2022-07-31
203,Rivière-sur-Leleu Mairie,PUBLIC,Margot Mary,vbouvet@example.org,03 65 21 23 47,"907, rue Timothée Morvan, 54586 Lopes",Étienne,60832,,2023-09-07
204,Lefebvre Université,PUBLIC,Alexandria Rousset de Blot,philippecourtois@example.com,0494183760,"41, rue Isaac Navarro, 80424 Fontaine-la-Forêt",Sainte Charlottenec,42834,,2024-02-24
205,Renard et Fils,PRIVATE,Philippe-Arthur Benard,umarion@example.net,0631002720,"25, rue Menard, 66830 Valentin",Juliendan,61994,242 954 311 00948,2024-01-30
206,Vidal Préfecture,PUBLIC,Michelle Masse,alphonsesimon@example.net,+33 2 33 73 42 06,"22, rue Hélène Lemaire, 02835 Gaydan",Lemaire-sur-Mer,91308,,2022-03-06
207,Hervé Conseil Départemental,PUBLIC,Monique Dumont,mleclerc@example.org,0345626204,"673, avenue de Clément, 02580 Breton",Torres-sur-Mer,91492,,2024-02-27
208,Legrand,PRIVATE,Roger Lopez,le-rouxnoel@example.com,0174048964,"92, boulevard Colin, 33273 Teixeiraboeuf",PayetBourg,40827,624 150 272 00679,2022-12-12
209,Perret,PRIVATE,Gilles Raymond Le Blondel,bernadette25@example.net,02 85 87 03 20,"8, rue Maryse Bigot, 55218 Fournierdan",Lacombe,71596,712 151 349 00586,2022-02-03
210,Bouvet Hôpital,PUBLIC,Laetitia de la Guillon,lainepauline@example.net,+33 5 59 13 71 50,"7, boulevard Franck Breton, 20129 Sainte Véroniquedan",Techer-la-Forêt,76773,,2020-08-09
211,Bertrand,PRIVATE,Stéphanie Germain de la Lecomte,weissroland@example.com,+33 (0)2 19 89 61 64,"11, rue Chevallier, 97461 Jourdan",Mathieu,38602,492 515 838 00554,2024-09-20
212,Chevallierdan Lycée,PUBLIC,Roland-Théophile Briand,boulayaudrey@example.com,+33 5 82 61 08 57,"97, boulevard de Perez, 37579 Chevalierdan",Gérard,17800,,2023-02-10
213,Barbe Launay SARL,PRIVATE,Anaïs-Astrid Lambert,grosaudrey@example.com,+33 (0)6 36 94 54 91,"avenue de Colin, 97633 LambertBourg",Fischer-la-Forêt,40701,779 452 325 00920,2021-03-22
214,Poirier-sur-Maillet Conseil Départemental,PUBLIC,Martin Joubert,thomasanastasie@example.org,+33 (0)3 23 77 69 74,"24, rue Garcia, 24214 Saint André",Leduc,83248,,2022-08-12
215,Toussaint,PRIVATE,Élisabeth Fernandez-Hernandez,ecaron@example.com,+33 (0)2 49 22 77 70,"53, avenue de Roux, 42108 Sainte Arnaudedan",Godard-sur-Foucher,70397,767 899 735 00041,2021-01-26
216,Moreaunec Mairie,PUBLIC,Margaux-Anouk Royer,hreynaud@example.com,0616024375,"639, avenue de Payet, 37840 Delattreboeuf",Renard-sur-Mer,36807,,2021-04-15
217,Dumont-les-Bains Préfecture,PUBLIC,Édouard du Roussel,tteixeira@example.org,+33 1 75 05 45 22,"avenue Gabriel Maurice, 29223 Hubertdan",Leblanc,97655,,2020-12-14
218,Fernandes,PRIVATE,Caroline de Navarro,hfaivre@example.org,+33 (0)1 72 81 21 35,"97, rue Honoré Jourdan, 46442 Rivière",Navarro,53887,037 548 211 00988,2022-10-26
219,Auger Lycée,PUBLIC,Maryse Lombard,henrichretien@example.net,03 70 26 66 78,"rue Pénélope Dubois, 91925 MullerBourg",Gomes,51890,,2021-12-14
220,Bonnet,PRIVATE,Alex Peltier,hortenseboyer@example.net,0561684550,"826, rue de Devaux, 79907 Gilles-sur-Pichon",Delahaye,51894,410 856 280 00251,2025-02-26
221,Benoit Lycée,PUBLIC,Pierre Courtois,dorothee52@example.org,+33 (0)3 89 34 68 10,"151, rue de Pons, 38686 Sainte Yves",Vallet,74679,,2025-02-02
222,Marty Ribeiro SARL,PRIVATE,Christine-Michelle Dijoux,francoismillet@example.net,+33 4 93 71 26 61,"rue Christelle Benoit, 57179 Labbé",Antoinenec,33698,677 622 821 00630,2024-09-05
223,Dumont,PRIVATE,Célina de la Pineau,vdavid@example.org,0250961159,"rue de Lemaire, 47412 Bailly",Vallée,04910,296 044 324 00188,2024-09-17
224,Rivière S.A.S.,PRIVATE,Antoinette Bertrand,kleduc@example.com,04 81 67 92 28,"62, boulevard Chartier, 79519 Reynec",Gimenez,06786,412 094 815 00567,2025-04-24
225,Saint LaureVille Mairie,PUBLIC,Élisabeth-Thérèse Gaudin,mathieumargaux@example.net,+33 1 46 43 39 71,"107, avenue Jules Legros, 04980 Prévostnec",Robin,15201,,2025-03-01
226,Renault Meunier S.A.,PRIVATE,Benjamin-Denis Le Gall,kpotier@example.org,0328004615,"74, rue Renaud, 30870 Coste-sur-Gomez",Grégoirenec,15375,578 617 060 00079,2022-07-18
227,Royer S.A.S.,PRIVATE,Capucine-Jeanne Ledoux,thibautduhamel@example.com,02 30 83 25 82,"88, rue Barthelemy, 79396 Martin",Sainte Richard,76356,653 984 021 00879,2025-02-05
228,Muller-sur-Ribeiro Mairie,PUBLIC,Louis Rocher,jolymonique@example.net,0581398554,"65, avenue Joseph, 42116 Imbert",Sainte Aimé,02788,,2022-01-12
229,Berthelot,PRIVATE,Nathalie Tanguy,delahayemanon@example.org,+33 (0)5 96 15 69 56,"2, chemin Léon Hebert, 02326 Sainte Maggie",Olivier,12935,433 750 478 00789,2022-05-02
230,Saint Valentine Lycée,PUBLIC,Cécile Lopes,jpicard@example.org,+33 1 88 92 12 49,"13, boulevard de Bonneau, 32797 De SousaVille",ClercVille,41542,,2024-01-07
231,Rivière,PRIVATE,Suzanne du Étienne,macemaurice@example.org,0562875063,"rue de Gallet, 28806 Sanchez-sur-Mer",Gaillard,42418,107 609 547 00081,2022-08-28
232,Sainte Olivierboeuf Lycée,PUBLIC,Jacques Dijoux,daviddiallo@example.net,02 36 79 11 00,"3, avenue Lefèvre, 38725 FrançoisBourg",Saint Théodore,48511,,2021-05-15
233,Rey,PRIVATE,Adrienne De Sousa du Barthelemy,nlegendre@example.org,0153785931,"rue de Allain, 24686 Diaz",Boucherboeuf,53592,972 320 022 00924,2023-03-17
234,Blanchet,PRIVATE,Marcelle Guillon,williamlelievre@example.com,0444508920,"606, rue Riou, 25904 Sainte Laurentdan",Brunelboeuf,74679,946 521 705 00420,2024-10-09
235,Bernard Mairie,PUBLIC,Gabriel Turpin-Ferrand,olivierleduc@example.net,0517362050,"9, rue Charpentier, 56299 Salmon-sur-Alves",Saint Louis,25390,,2022-01-14
236,Charles Lycée,PUBLIC,Jean Lenoir,josephpierre@example.org,+33 4 11 10 26 15,"63, rue Édith Ferrand, 55999 Saint Guy-les-Bains",Olivier,68487,,2023-09-27
237,Joseph Université,PUBLIC,Jacqueline Lambert,dominiqueregnier@example.com,+33 4 76 30 42 89,"8, boulevard de François, 21620 Hamelboeuf",Pauldan,22429,,2023-09-26
238,Lemonnierdan Collège,PUBLIC,Thérèse Royer,ydiaz@example.net,+33 (0)3 60 33 73 63,"39, chemin Emmanuelle Clément, 18869 Sainte Capucineboeuf",Guillon,06576,,2024-11-29
239,Launay,PRIVATE,Suzanne Lesage,ztessier@example.com,0423602734,"5, boulevard de Morvan, 82180 Dumas",Saint Davidboeuf,05659,535 444 392 00257,2021-09-23
240,BertinVille Hôpital,PUBLIC,Guy Perrot du Lebon,georgesmarcelle@example.net,+33 5 45 33 37 38,"25, rue Aurélie Pires, 89527 Navarro",PascalVille,47242,,2025-06-20
241,Schneider Mairie,PUBLIC,Paul Delmas,yves36@example.com,04 57 59 09 02,"799, rue Anaïs Andre, 68495 Ollivier",Sainte Hélènedan,81411,,2021-05-07
242,Duval Parent S.A.S.,PRIVATE,Alfred Lagarde,lmichel@example.org,+33 (0)5 32 43 34 81,"boulevard Alain Picard, 41980 Michaud-les-Bains",Saint Élisenec,61860,632 346 722 00085,2025-06-12
243,Coste,PRIVATE,Philippe du Baron,aimemeunier@example.com,+33 (0)5 46 93 85 97,"501, avenue de Perrot, 89962 Michaud",Roger-sur-Legros,31283,676 291 602 00792,2022-08-05
244,Paris Préfecture,PUBLIC,Luce Martineau-Mercier,clemencebouchet@example.net,+33 (0)4 98 11 85 67,"18, rue David Riou, 88791 Weberboeuf",Leclercqnec,05110,,2022-09-08
245,Saint Victordan Lycée,PUBLIC,Susan Mercier,levymargaux@example.org,02 69 74 22 09,"91, avenue de Roy, 10787 Sainte Honoré",Pelletier-les-Bains,27831,,2020-11-06
246,Fabredan Lycée,PUBLIC,Timothée Barbe,perriermarie@example.com,01 77 90 06 33,"11, rue Alexandre Marques, 24796 Saint Étienne-les-Bains",Bertrand,53624,,2021-06-21
247,Breton Préfecture,PUBLIC,Élisabeth Ferrand-Guillaume,hgilbert@example.org,+33 2 44 55 20 65,"47, chemin Delahaye, 79477 Saint Martin",Hernandezdan,14829,,2025-02-11
248,Deschamps Gauthier S.A.S.,PRIVATE,Nath Potier,xavierroger@example.net,0698150997,"18, rue Chauvet, 97225 Gomez",Boulay-sur-Mer,79181,257 432 633 00077,2020-11-16
249,Pages Conseil Départemental,PUBLIC,Simone Rousset Le Lucas,timothee08@example.com,0149355338,"73, chemin de Vidal, 56744 Saint Claudine",Saint Bernard-les-Bains,26228,,2021-05-03
250,Allain Collège,PUBLIC,Emmanuelle Huet-Guillou,launaymonique@example.com,0320336293,"573, rue Agnès Chauvin, 48271 Besnardnec",Bourdonnec,97229,,2024-08-27
251,Sainte Aurélie Hôpital,PUBLIC,Henri Valentin,francoisepetitjean@example.org,0519747468,"rue Michelle Lelièvre, 25258 Thomas",Sainte Claudine,51525,,2023-11-30
252,Jacob Conseil Départemental,PUBLIC,Manon Clerc,lejeuneauguste@example.org,03 10 36 45 87,"7, rue Patrick Martel, 05932 Lefort",Saint Raymond,77566,,2021-10-22
253,Hoarau,PRIVATE,Corinne Richard de Pires,weissmichele@example.com,02 29 83 62 64,"569, avenue de Chrétien, 93990 Saint Luceboeuf",Royer,95314,640 270 112 00959,2024-02-10
254,Bègue,PRIVATE,Martin Picard de la Besson,maryselucas@example.org,03 29 81 79 32,"rue de Thierry, 24365 BesnardBourg",Chevalier,37187,141 509 372 00480,2024-09-06
255,Saint Charles-la-Forêt Préfecture,PUBLIC,Xavier Guillon,pereiramarcel@example.net,+33 (0)5 17 98 47 75,"65, chemin Chartier, 51487 Boyer-sur-Hamon",Roussel,01567,,2023-12-22
256,Michel Collège,PUBLIC,Chantal Laporte Le Bonnin,alexandriesauvage@example.net,05 57 30 50 50,"83, boulevard Stéphanie Faure, 44538 DelmasBourg",Cousin-sur-Mer,91246,,2024-12-23
257,Auger-sur-Bodin Hôpital,PUBLIC,Christophe Mahe,hernandezvictoire@example.net,03 22 71 78 33,"2, rue Isaac Millet, 49884 Vasseur",Chartier,60786,,2021-08-08
258,Joubert Collège,PUBLIC,Bernadette Jacquot,maurice99@example.org,0518686334,"2, chemin Traore, 75292 Sainte Gilbertboeuf",VerdierVille,39163,,2025-02-10
259,Chevallier Briand SARL,PRIVATE,Charlotte Dijoux,franckdelaunay@example.org,04 70 24 37 72,"6, boulevard Marie Denis, 35968 Martel-sur-Lefort",Costa,37821,052 330 271 00488,2023-11-21
260,Delmas Conseil Départemental,PUBLIC,Alain Lévy,bmarques@example.net,04 87 66 18 44,"361, boulevard Susan Vincent, 90411 Bègue-les-Bains",Dos Santos-sur-Pichon,89594,,2023-01-12
261,Lacroix Carpentier et Fils,PRIVATE,Victor de Étienne,potiersimone@example.org,05 65 20 15 72,"chemin de Allain, 55252 MoulinVille",Saint Anastasiedan,38804,261 764 757 00769,2020-08-27
262,Ferreira SA,PRIVATE,Patrick Clerc,alphonsecoste@example.net,04 26 19 26 76,"61, boulevard Gonzalez, 51932 Sainte Frédérique",Laportedan,09631,813 129 202 00749,2025-04-10
263,Bouvier,PRIVATE,Alphonse Rodriguez,marcellerenard@example.org,0160118458,"4, rue Diane Cousin, 84646 Jolydan",Barbe,45720,831 030 325 00680,2023-02-08
264,Lucas Conseil Départemental,PUBLIC,Gabrielle Maury Le Lopes,nathalieloiseau@example.com,+33 (0)3 87 46 26 71,"92, rue Lombard, 93375 Delannoy",Thibault,84763,,2024-11-26
265,Goncalves-sur-Humbert Lycée,PUBLIC,Hugues Gay,mmichel@example.org,+33 (0)4 22 18 18 61,"6, chemin William Jean, 35110 Sainte Matthieunec",Saint Jérôme-la-Forêt,75941,,2024-09-20
266,Sainte Martine-la-Forêt Hôpital,PUBLIC,Laetitia Raynaud-Perrin,picardtimothee@example.com,+33 4 85 88 96 79,"9, rue de Descamps, 17246 Duhamel-la-Forêt",Sainte Mathilde,97441,,2024-02-11
267,Vidal,PRIVATE,Marthe Bigot,robert68@example.net,+33 4 65 14 65 11,"31, rue de Clément, 95392 TeixeiraVille",Labbé-les-Bains,61609,816 093 066 00651,2025-02-06
268,Moulin,PRIVATE,Alice du Roy,jeromesanchez@example.com,+33 4 89 06 76 25,"28, chemin Christine Cousin, 33318 Sainte Martin",Weiss,65945,797 050 978 00049,2023-05-08
269,Monnier Collège,PUBLIC,Adrien Marty,andreemonnier@example.org,+33 (0)5 79 73 18 82,"rue Honoré Lecoq, 84356 Lelièvre",Besson-la-Forêt,46538,,2022-02-08
270,Nicolas,PRIVATE,Sabine Renard,adrienneletellier@example.com,+33 (0)4 92 31 34 02,"30, rue de Voisin, 85372 Sainte Claudinedan",Germain,97161,621 102 250 00647,2024-10-22
271,Gosselin et Fils,PRIVATE,André Potier-Le Goff,vgodard@example.org,06 95 44 71 63,"523, chemin Bonnin, 31782 Philippedan",Saint Laurent-les-Bains,29223,604 326 090 00163,2022-04-03
272,Roux S.A.R.L.,PRIVATE,Manon Bonnin,matthieumarques@example.com,01 82 86 04 14,"46, rue Jules Fournier, 01153 Lecomte",Georges,35721,624 755 419 00121,2021-05-19
273,Normand S.A.S.,PRIVATE,Jacques Alves,noemi98@example.net,0376439611,"410, avenue Perrin, 10659 Le Goff-sur-Hernandez",Samson-sur-Mer,68838,023 684 855 00192,2023-09-02
274,LombardBourg Mairie,PUBLIC,Antoinette Guillet,ghardy@example.org,+33 4 26 24 09 03,"381, boulevard Alice Guilbert, 97459 Seguin-la-Forêt",Gonzalez,01263,,2025-06-02
275,Allain Grenier SA,PRIVATE,Susanne Le Bailly,theodoreneveu@example.com,+33 (0)3 23 30 83 40,"14, rue de Lacroix, 68218 Sainte Louise",Tessier-sur-Germain,11822,426 945 002 00704,2023-07-31
276,Foucher Université,PUBLIC,Emmanuel-Gilbert Durand,macenoemi@example.net,03 88 98 37 35,"862, avenue Tessier, 19590 Sainte Julesdan",Schmitt,24683,,2024-09-22
277,Jourdan Carre SA,PRIVATE,Édouard Schmitt du Torres,danielmeunier@example.org,03 82 76 18 20,"20, rue Payet, 31888 Sainte GuyVille",Saint Élodie,94937,132 797 242 00436,2023-05-18
278,Meyer-sur-Mer Mairie,PUBLIC,Richard Jacquot,lorraine81@example.org,+33 (0)2 41 84 18 62,"4, avenue William Benard, 83393 Pottier",TorresBourg,62273,,2021-06-29
279,Henry Carre SARL,PRIVATE,Thibault Le Roux,alvesemile@example.org,+33 3 27 68 59 26,"59, rue Richard Didier, 84477 Mendès",Saint Henri-les-Bains,40251,771 196 425 00496,2021-04-29
